Transaction_ID;Office;Service_Type;Processing_Time;Status;Feedback;Date
2205;Fayoum Model Office;motorcycle sale power of attorney;15;Pending;bad experience;05/01/2026
2206;Tamiya Office;general power of attorney (tax affairs);11;Completed;very slow process;23/01/2026
2207;Itsaa Office;rental contract authentication;26;Completed;average service;21/01/2026
2208;Fayoum Model Office;car sale power of attorney;15;Completed;good;01/01/2026
2209;Senores Office;motorcycle sale power of attorney;15;Completed;no feedback;22/01/2026
2210;Youssef El-Seddik Office;general power of attorney (court cases);11;Completed;excellent staff;22/01/2026
2211;Fayoum University Office;rental contract authentication;21;Pending;bad experience;12/01/2026
2212;Itsaa Office;motorcycle sale power of attorney;14;Completed;not satisfied;21/01/2026
2213;Fayoum University Office;general comprehensive power of attorney (banks & others);14;Completed;satisfied;22/01/2026
2214;Al-Breid El-Gon Office;general power of attorney (court cases);15;Pending;good;02/01/2026
2215;Youssef El-Seddik Office;car operation authorization;38.48291949;Pending;no feedback;29/01/2026
2216;Youssef El-Seddik Office;general power of attorney (tax affairs);10;Completed;average service;27/01/2026
2217;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);15;Completed;good;21/01/2026
2218;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);15;Completed;good service;05/01/2026
2219;Fayoum University Office;general power of attorney (court cases);13;Pending;good service;10/01/2026
2220;Senores Office;general power of attorney (tax affairs);14;Completed;very slow process;16/01/2026
2221;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;15;Completed;not satisfied;16/01/2026
2222;Fayoum Model Office;general power of attorney (tax affairs);10;Pending;good;23/01/2026
2223;Tamiya Office;car operation authorization;13;Completed;bad experience;17/01/2026
2224;Al-Breid El-Gon Office;motorcycle sale power of attorney;11;Completed;good;19/01/2026
2225;Youssef El-Seddik Office;car sale power of attorney;15;Completed;very slow process;31/01/2026
2226;Fayoum Model Office;general comprehensive power of attorney (banks & others);10;Completed;excellent staff;22/01/2026
2227;Itsaa Office;car sale power of attorney;12;Completed;excellent staff;21/01/2026
2228;Tamiya Office;rental contract authentication;23;Pending;bad experience;04/01/2026
2229;Youssef El-Seddik Office;general power of attorney (court cases);10;Pending;not satisfied;23/01/2026
2230;Youssef El-Seddik Office;general power of attorney (court cases);13;Completed;satisfied;25/01/2026
2231;Al-Breid El-Gon Office;car sale power of attorney;11;Pending;not satisfied;13/01/2026
2232;Tamiya Office;vehicle inheritance contract;214;Pending;satisfied;19/01/2026
2233;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);14;Pending;excellent staff;11/01/2026
2234;Itsaa Office;general comprehensive power of attorney (banks & others);14;Pending;satisfied;14/01/2026
2235;Fayoum Model Office;car sale power of attorney;10;Completed;satisfied;02/01/2026
2236;Al-Breid El-Gon Office;motorcycle sale power of attorney;13;Pending;good;30/01/2026
2237;Youssef El-Seddik Office;rental contract authentication;22;Completed;satisfied;24/01/2026
2238;Tamiya Office;vehicle inheritance contract;215;Pending;good;09/01/2026
2239;Itsaa Office;general power of attorney (tax affairs);14;Completed;no feedback;09/01/2026
2240;Senores Office;car operation authorization;12;Pending;good;18/01/2026
2241;El Fayoum Al-Dawahy Office;car operation authorization;11;Pending;not satisfied;13/01/2026
2242;Youssef El-Seddik Office;general power of attorney (court cases);38.48291949;Completed;satisfied;13/01/2026
2243;Youssef El-Seddik Office;motorcycle sale power of attorney;15;Pending;good service;01/01/2026
2244;Tamiya Office;general power of attorney (tax affairs);15;Pending;excellent staff;22/01/2026
2245;Youssef El-Seddik Office;motorcycle sale power of attorney;11;Completed;satisfied;25/01/2026
2246;Youssef El-Seddik Office;rental contract authentication;27;Pending;not satisfied;17/01/2026
2247;Al-Breid El-Gon Office;rental contract authentication;24;Pending;no feedback;18/01/2026
2248;Fayoum Model Office;car sale power of attorney;13;Pending;average service;13/01/2026
2249;Tamiya Office;vehicle inheritance contract;209;Pending;good;17/01/2026
2250;Senores Office;general power of attorney (court cases);10;Completed;good service;08/01/2026
2251;Tamiya Office;general power of attorney (tax affairs);10;Pending;very slow process;03/01/2026
2252;Al-Breid El-Gon Office;general power of attorney (tax affairs);14;Pending;average service;04/01/2026
2253;Al-Breid El-Gon Office;vehicle inheritance contract;199;Completed;satisfied;08/01/2026
2254;Fayoum Model Office;car operation authorization;12;Completed;bad experience;12/01/2026
2255;Fayoum University Office;general power of attorney (tax affairs);13;Completed;very slow process;10/01/2026
2256;Fayoum University Office;general power of attorney (court cases);38.48291949;Pending;no feedback;30/01/2026
2257;Tamiya Office;car operation authorization;10;Pending;good;04/01/2026
2258;Fayoum Model Office;motorcycle sale power of attorney;15;Completed;average service;27/01/2026
2259;Al-Breid El-Gon Office;general power of attorney (tax affairs);13;Completed;good service;17/01/2026
2260;El Fayoum Al-Dawahy Office;car sale power of attorney;13;Completed;satisfied;30/01/2026
2261;El Fayoum Al-Dawahy Office;vehicle inheritance contract;236;Pending;excellent staff;29/01/2026
2262;Tamiya Office;general comprehensive power of attorney (banks & others);12;Pending;satisfied;15/01/2026
2263;Youssef El-Seddik Office;general power of attorney (court cases);14;Pending;bad experience;08/01/2026
2264;Unknown;general comprehensive power of attorney (banks & others);14;Pending;good;31/01/2026
2265;Fayoum Model Office;general power of attorney (tax affairs);13;Completed;good service;05/01/2026
2266;Senores Office;motorcycle sale power of attorney;14;Completed;satisfied;23/01/2026
2267;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);10;Completed;no feedback;27/01/2026
2268;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);10;Pending;not satisfied;27/01/2026
2269;Senores Office;vehicle inheritance contract;235;Completed;average service;11/01/2026
2270;Fayoum University Office;general power of attorney (tax affairs);13;Completed;satisfied;23/01/2026
2271;Fayoum University Office;car sale power of attorney;13;Pending;satisfied;09/01/2026
2272;Itsaa Office;general comprehensive power of attorney (banks & others);15;Pending;bad experience;05/01/2026
2273;Fayoum University Office;general power of attorney (tax affairs);13;Pending;very slow process;29/01/2026
2274;Al-Breid El-Gon Office;general power of attorney (court cases);12;Completed;not satisfied;23/01/2026
2275;Senores Office;rental contract authentication;27;Completed;not satisfied;04/01/2026
2276;Fayoum University Office;general power of attorney (court cases);13;Pending;good;24/01/2026
2277;Senores Office;motorcycle sale power of attorney;11;Completed;no feedback;07/01/2026
2278;El Fayoum Al-Dawahy Office;rental contract authentication;28;Pending;average service;20/01/2026
2279;Youssef El-Seddik Office;general power of attorney (court cases);11;Completed;excellent staff;06/01/2026
2280;Al-Breid El-Gon Office;vehicle inheritance contract;188;Pending;not satisfied;23/01/2026
2281;Senores Office;motorcycle sale power of attorney;14;Completed;average service;17/01/2026
2282;Al-Breid El-Gon Office;car sale power of attorney;13;Completed;good;11/01/2026
2283;El Fayoum Al-Dawahy Office;car sale power of attorney;38.48291949;Completed;good service;19/01/2026
2284;Youssef El-Seddik Office;car operation authorization;14;Pending;not satisfied;23/01/2026
2285;Tamiya Office;motorcycle sale power of attorney;10;Completed;not satisfied;28/01/2026
2286;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);12;Completed;no feedback;15/01/2026
2287;Fayoum Model Office;general comprehensive power of attorney (banks & others);15;Completed;average service;28/01/2026
2288;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);14;Pending;good service;15/01/2026
2289;Youssef El-Seddik Office;rental contract authentication;19;Completed;good;25/01/2026
2290;Itsaa Office;vehicle inheritance contract;238;Completed;satisfied;24/01/2026
2291;Fayoum University Office;car operation authorization;14;Pending;not satisfied;15/01/2026
2292;Itsaa Office;vehicle inheritance contract;38.48291949;Pending;very slow process;17/01/2026
2293;Senores Office;general power of attorney (court cases);10;Completed;satisfied;14/01/2026
2294;Youssef El-Seddik Office;car sale power of attorney;12;Completed;excellent staff;03/01/2026
2295;Fayoum Model Office;car operation authorization;38.48291949;Completed;bad experience;31/01/2026
2296;Youssef El-Seddik Office;rental contract authentication;26;Completed;good service;03/01/2026
2297;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);38.48291949;Completed;bad experience;10/01/2026
2298;El Fayoum Al-Dawahy Office;vehicle inheritance contract;199;Pending;very slow process;22/01/2026
2299;Tamiya Office;rental contract authentication;19;Pending;no feedback;25/01/2026
2300;Tamiya Office;car operation authorization;11;Completed;bad experience;14/01/2026
2301;Senores Office;motorcycle sale power of attorney;12;Pending;good service;16/01/2026
2302;Al-Breid El-Gon Office;general power of attorney (court cases);12;Pending;satisfied;18/01/2026
2303;Unknown;general power of attorney (tax affairs);38.48291949;Pending;average service;04/01/2026
2304;Tamiya Office;rental contract authentication;16;Completed;bad experience;30/01/2026
2305;Senores Office;car operation authorization;10;Completed;bad experience;22/01/2026
2306;Itsaa Office;general power of attorney (court cases);11;Pending;very slow process;01/01/2026
2307;Unknown;vehicle inheritance contract;208;Pending;bad experience;05/01/2026
2308;Fayoum University Office;car sale power of attorney;10;Completed;good service;12/01/2026
2309;Al-Breid El-Gon Office;rental contract authentication;21;Completed;good service;22/01/2026
2310;Tamiya Office;car operation authorization;12;Pending;good;03/01/2026
2311;Senores Office;car sale power of attorney;11;Pending;very slow process;09/01/2026
2312;Senores Office;car operation authorization;13;Pending;no feedback;23/01/2026
2313;Al-Breid El-Gon Office;general power of attorney (tax affairs);15;Completed;no feedback;17/01/2026
2314;Itsaa Office;motorcycle sale power of attorney;13;Completed;bad experience;17/01/2026
2315;El Fayoum Al-Dawahy Office;car sale power of attorney;15;Completed;satisfied;21/01/2026
2316;Tamiya Office;general power of attorney (tax affairs);14;Completed;good service;15/01/2026
2317;Fayoum University Office;rental contract authentication;18;Completed;no feedback;06/01/2026
2318;Tamiya Office;general comprehensive power of attorney (banks & others);11;Completed;good service;28/01/2026
2319;Itsaa Office;general power of attorney (court cases);11;Completed;not satisfied;09/01/2026
2320;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);13;Pending;bad experience;10/01/2026
2321;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);11;Completed;satisfied;02/01/2026
2322;Tamiya Office;motorcycle sale power of attorney;14;Pending;bad experience;18/01/2026
2323;Fayoum Model Office;motorcycle sale power of attorney;10;Completed;excellent staff;24/01/2026
2324;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;14;Pending;bad experience;18/01/2026
2325;Senores Office;general power of attorney (court cases);15;Pending;not satisfied;03/01/2026
2326;Fayoum University Office;motorcycle sale power of attorney;14;Pending;not satisfied;08/01/2026
2327;Fayoum University Office;general comprehensive power of attorney (banks & others);15;Completed;good service;08/01/2026
2328;Fayoum Model Office;general power of attorney (court cases);11;Completed;good service;26/01/2026
2329;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;10;Completed;no feedback;16/01/2026
